age,workclass,education,gender,hours-per-week,occupation,income
44, Private, Assoc-voc, Male,40, Craft-repair, <=50K
57, Private, Some-college, Male,42, Craft-repair, <=50K
24, Private, Some-college, Male,40, Handlers-cleaners, <=50K
38, Private, Bachelors, Female,50, Adm-clerical, <=50K
33, Private, 7th-8th, Male,35, Handlers-cleaners, <=50K
25, Private, Some-college, Female,40, Prof-specialty, <=50K
33, Private, HS-grad, Male,84, Machine-op-inspct, >50K
50, Local-gov, Some-college, Male,52, Protective-serv, >50K
35, Private, HS-grad, Male,50, Sales, >50K
36, Private, Bachelors, Male,55, Adm-clerical, >50K
27, Private, Some-college, Female,40, Other-service, <=50K
22, Private, Assoc-voc, Male,50, Craft-repair, <=50K
30, Private, HS-grad, Male,40, Transport-moving, <=50K
90, Private, Masters, Female,40, Exec-managerial, <=50K
39, Private, HS-grad, Male,40, Other-service, <=50K
34, State-gov, Bachelors, Male,45, Prof-specialty, <=50K
39, Private, Bachelors, Male,60, Exec-managerial, >50K
19, Private, Some-college, Female,4, Other-service, <=50K
19, Private, 10th, Male,40, Craft-repair, <=50K
29, Private, HS-grad, Male,40, Craft-repair, <=50K
66, Self-emp-not-inc, Assoc-acdm, Male,30, Craft-repair, <=50K
38, Private, Some-college, Male,45, Tech-support, <=50K
44, Private, 5th-6th, Male,40, Handlers-cleaners, <=50K
34, Self-emp-not-inc, 7th-8th, Male,40, Craft-repair, <=50K
35, State-gov, Assoc-acdm, Female,40, Exec-managerial, <=50K
29, Local-gov, Bachelors, Male,40, Prof-specialty, <=50K
22, Private, HS-grad, Male,40, Transport-moving, <=50K
33, ?, Some-college, Male,40, ?, <=50K
73, Private, Assoc-voc, Male,60, Prof-specialty, >50K
35, Local-gov, Some-college, Male,40, Exec-managerial, <=50K
41, Private, HS-grad, Male,40, Handlers-cleaners, <=50K
27, Self-emp-not-inc, Some-college, Female,50, Other-service, <=50K
25, Private, HS-grad, Male,50, Adm-clerical, <=50K
47, Private, Bachelors, Male,51, Handlers-cleaners, >50K
36, Private, Bachelors, Female,35, Sales, >50K
36, Private, 1st-4th, Female,20, Other-service, <=50K
25, Local-gov, HS-grad, Female,40, Tech-support, <=50K
37, Private, 11th, Male,65, Transport-moving, <=50K
26, Local-gov, Bachelors, Male,40, Tech-support, <=50K
53, Private, Some-college, Male,40, Exec-managerial, <=50K
36, Local-gov, Masters, Female,40, Prof-specialty, <=50K
30, Private, Bachelors, Female,45, Tech-support, >50K
53, Local-gov, Some-college, Female,40, Other-service, <=50K
37, Self-emp-not-inc, HS-grad, Male,45, Craft-repair, <=50K
41, State-gov, HS-grad, Male,40, Craft-repair, <=50K
53, Private, Bachelors, Male,55, Handlers-cleaners, <=50K
23, Private, Some-college, Male,32, Other-service, <=50K
28, Private, HS-grad, Male,50, Farming-fishing, <=50K
53, Local-gov, 10th, Male,40, Other-service, <=50K
32, Private, HS-grad, Male,20, Transport-moving, >50K
33, Private, Bachelors, Female,50, Adm-clerical, <=50K
27, Private, HS-grad, Female,32, Sales, <=50K
52, Private, Assoc-voc, Male,40, Craft-repair, >50K
31, Private, Some-college, Male,55, Adm-clerical, <=50K
27, Private, Assoc-acdm, Female,40, Exec-managerial, >50K
44, Private, HS-grad, Female,30, Handlers-cleaners, <=50K
37, Self-emp-not-inc, Masters, Male,40, Prof-specialty, <=50K
39, Private, HS-grad, Male,60, Craft-repair, <=50K
18, Private, 12th, Female,20, Sales, <=50K
42, Private, HS-grad, Male,40, Handlers-cleaners, >50K
49, Private, Bachelors, Male,40, Craft-repair, >50K
35, Private, HS-grad, Female,36, Handlers-cleaners, <=50K
43, Private, HS-grad, Male,99, Transport-moving, <=50K
43, Private, Prof-school, Male,60, Prof-specialty, >50K
31, Private, Some-college, Male,40, Craft-repair, >50K
27, Private, Bachelors, Male,40, Other-service, <=50K
46, Federal-gov, Some-college, Female,40, Adm-clerical, <=50K
54, Private, HS-grad, Male,44, Sales, <=50K
37, Private, Some-college, Male,40, Adm-clerical, >50K
53, Local-gov, Some-college, Male,40, Protective-serv, >50K
26, Private, Some-college, Male,20, Adm-clerical, <=50K
59, Self-emp-inc, Prof-school, Male,55, Prof-specialty, >50K
36, Federal-gov, Some-college, Male,40, Adm-clerical, <=50K
32, Private, HS-grad, Male,40, Machine-op-inspct, >50K
53, Local-gov, Masters, Male,40, Prof-specialty, >50K
26, Private, HS-grad, Female,40, Adm-clerical, <=50K
35, Private, HS-grad, Female,40, Other-service, >50K
48, Private, HS-grad, Female,40, Exec-managerial, <=50K
30, Local-gov, Some-college, Male,40, Handlers-cleaners, <=50K
38, Private, 12th, Male,40, Craft-repair, >50K
58, Self-emp-not-inc, HS-grad, Female,10, Exec-managerial, >50K
44, Private, HS-grad, Male,32, Transport-moving, <=50K
30, Private, Assoc-voc, Female,40, Prof-specialty, <=50K
68, Self-emp-not-inc, HS-grad, Male,10, Exec-managerial, <=50K
26, Local-gov, Bachelors, Female,40, Prof-specialty, <=50K
26, Local-gov, Bachelors, Female,40, Prof-specialty, <=50K
41, Private, 1st-4th, Male,40, Machine-op-inspct, <=50K
43, State-gov, Bachelors, Male,40, Prof-specialty, >50K
48, Private, Bachelors, Male,47, Exec-managerial, <=50K
55, Private, HS-grad, Female,37, Sales, <=50K
50, Self-emp-not-inc, Some-college, Female,40, Exec-managerial, <=50K
41, Private, 11th, Male,50, Craft-repair, >50K
52, Private, HS-grad, Male,36, Sales, <=50K
24, ?, HS-grad, Female,40, ?, <=50K
31, Self-emp-not-inc, HS-grad, Male,40, Craft-repair, >50K
54, Local-gov, Assoc-voc, Male,38, Protective-serv, >50K
31, Self-emp-not-inc, Masters, Female,25, Tech-support, <=50K
31, Self-emp-inc, Bachelors, Male,50, Exec-managerial, >50K
47, Private, HS-grad, Male,40, Craft-repair, >50K
40, Private, Assoc-voc, Male,40, Prof-specialty, >50K
46, State-gov, Some-college, Female,48, Adm-clerical, <=50K
45, Private, HS-grad, Female,40, Machine-op-inspct, <=50K
39, Private, 10th, Female,25, Other-service, <=50K
34, Local-gov, Some-college, Female,18, Adm-clerical, <=50K
48, ?, Some-college, Male,60, ?, >50K
19, ?, Some-college, Female,20, ?, <=50K
56, Private, Some-college, Female,40, Adm-clerical, <=50K
47, Private, HS-grad, Female,40, Prof-specialty, <=50K
35, Private, Some-college, Female,40, Other-service, >50K
25, Private, Some-college, Male,40, Craft-repair, <=50K
43, Local-gov, Bachelors, Female,40, Prof-specialty, <=50K
59, Private, Bachelors, Male,37, Sales, >50K
66, ?, 7th-8th, Male,10, ?, <=50K
63, Private, 7th-8th, Male,60, Transport-moving, >50K
32, Private, Some-college, Female,37, Transport-moving, <=50K
58, ?, Bachelors, Female,40, ?, <=50K
43, Self-emp-inc, Assoc-voc, Male,50, Exec-managerial, >50K
27, Private, HS-grad, Female,52, Adm-clerical, <=50K
21, Private, 12th, Male,32, Handlers-cleaners, <=50K
44, Federal-gov, Some-college, Male,60, Exec-managerial, >50K
40, Self-emp-not-inc, HS-grad, Male,60, Craft-repair, <=50K
65, Private, HS-grad, Female,40, Adm-clerical, <=50K
50, Private, Some-college, Male,45, Adm-clerical, >50K
18, ?, HS-grad, Male,20, ?, <=50K
51, State-gov, Masters, Male,40, Prof-specialty, >50K
44, Federal-gov, Some-college, Female,40, Adm-clerical, <=50K
20, Private, Some-college, Female,13, Sales, <=50K
29, Private, Assoc-voc, Male,40, Exec-managerial, <=50K
50, Private, Assoc-voc, Male,50, Craft-repair, >50K
50, Local-gov, HS-grad, Male,40, Exec-managerial, >50K
43, Private, 10th, Male,40, Adm-clerical, <=50K
23, Private, Bachelors, Female,40, Tech-support, <=50K
41, Private, HS-grad, Male,40, Transport-moving, <=50K
30, ?, Some-college, Female,30, ?, <=50K
58, Self-emp-not-inc, Bachelors, Male,25, Farming-fishing, <=50K
50, State-gov, Assoc-voc, Male,40, Prof-specialty, <=50K
37, Self-emp-not-inc, Bachelors, Male,65, Craft-repair, >50K
21, Private, HS-grad, Male,24, Farming-fishing, <=50K
33, Private, HS-grad, Female,20, Sales, <=50K
52, Private, Some-college, Female,45, Adm-clerical, <=50K
47, Private, HS-grad, Male,40, Transport-moving, <=50K
45, Self-emp-not-inc, Bachelors, Male,45, Sales, >50K
34, Private, Some-college, Male,40, Craft-repair, >50K
39, Private, Some-college, Male,40, Sales, >50K
31, Private, Some-college, Female,15, Other-service, <=50K
19, ?, Some-college, Male,40, ?, <=50K
45, Private, Some-college, Female,45, Tech-support, <=50K
45, Self-emp-not-inc, Assoc-voc, Male,3, Protective-serv, <=50K
34, Private, HS-grad, Male,30, Machine-op-inspct, <=50K
27, Private, 11th, Male,35, Sales, <=50K
37, Private, HS-grad, Female,40, Sales, <=50K
20, Private, HS-grad, Female,20, Adm-clerical, <=50K
32, Private, Bachelors, Male,48, Exec-managerial, >50K
24, Private, 1st-4th, Male,55, Handlers-cleaners, <=50K
39, Private, HS-grad, Male,40, Handlers-cleaners, <=50K
18, Private, Some-college, Female,30, Sales, <=50K
62, Self-emp-not-inc, Some-college, Male,80, Farming-fishing, <=50K
24, Private, Bachelors, Female,40, Exec-managerial, <=50K
37, Private, HS-grad, Male,45, Transport-moving, <=50K
46, Private, Bachelors, Female,25, Adm-clerical, <=50K
44, Private, HS-grad, Male,40, Craft-repair, <=50K
53, Private, HS-grad, Male,48, Sales, >50K
25, Private, Bachelors, Male,35, Handlers-cleaners, <=50K
44, Private, Prof-school, Male,45, Machine-op-inspct, <=50K
24, Private, Bachelors, Male,50, Sales, <=50K
61, Private, HS-grad, Male,20, Transport-moving, <=50K
45, Local-gov, Masters, Female,40, Prof-specialty, <=50K
33, Self-emp-not-inc, Some-college, Male,48, Craft-repair, <=50K
48, Private, Bachelors, Male,45, Prof-specialty, >50K
26, Local-gov, HS-grad, Male,30, Handlers-cleaners, <=50K
40, ?, HS-grad, Female,32, ?, <=50K
68, Private, Bachelors, Male,40, Sales, >50K
24, Private, HS-grad, Female,40, Protective-serv, <=50K
25, ?, Bachelors, Male,60, ?, <=50K
31, Local-gov, Bachelors, Female,50, Prof-specialty, <=50K
55, Private, Some-college, Female,38, Other-service, <=50K
46, Private, Assoc-acdm, Female,38, Sales, <=50K
58, Private, Bachelors, Male,38, Exec-managerial, <=50K
56, Private, HS-grad, Female,40, Other-service, <=50K
45, Federal-gov, Bachelors, Male,55, Adm-clerical, >50K
24, Private, Bachelors, Male,40, Exec-managerial, >50K
35, Local-gov, HS-grad, Male,56, Farming-fishing, <=50K
51, Private, HS-grad, Male,40, Tech-support, >50K
47, Private, Prof-school, Male,55, Prof-specialty, >50K
17, Private, 11th, Female,10, Adm-clerical, <=50K
21, Private, 10th, Female,40, Prof-specialty, <=50K
45, Private, Bachelors, Female,40, Prof-specialty, >50K
42, Private, HS-grad, Male,50, Sales, >50K
56, Private, 12th, Female,40, Other-service, <=50K
39, Private, HS-grad, Male,40, Handlers-cleaners, <=50K
31, Private, 7th-8th, Female,40, Machine-op-inspct, <=50K
20, Federal-gov, Some-college, Male,40, Tech-support, <=50K
65, Self-emp-not-inc, 5th-6th, Male,21, Farming-fishing, <=50K
44, Private, Some-college, Male,45, Prof-specialty, <=50K
33, Private, HS-grad, Male,40, Craft-repair, <=50K
25, Private, Bachelors, Male,45, Prof-specialty, >50K
38, Private, HS-grad, Male,50, Exec-managerial, <=50K
31, Local-gov, 10th, Male,40, Transport-moving, <=50K
33, Self-emp-not-inc, Bachelors, Male,20, Sales, <=50K
49, Self-emp-not-inc, HS-grad, Female,40, Other-service, <=50K
28, Private, HS-grad, Female,40, Exec-managerial, <=50K
29, Private, HS-grad, Male,40, Craft-repair, <=50K
23, Private, Assoc-voc, Male,20, Other-service, <=50K
37, Self-emp-not-inc, Bachelors, Male,5, Prof-specialty, >50K
52, Private, Some-college, Male,37, Prof-specialty, >50K
27, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
47, Private, Some-college, Male,55, Craft-repair, >50K
21, Private, HS-grad, Female,40, Adm-clerical, <=50K
41, Federal-gov, Bachelors, Female,40, Adm-clerical, >50K
61, Private, Some-college, Male,40, Adm-clerical, >50K
32, Private, Bachelors, Male,40, Prof-specialty, >50K
21, Private, Some-college, Male,40, Sales, <=50K
63, Private, 12th, Male,40, Sales, >50K
34, Private, Some-college, Male,42, Other-service, <=50K
21, State-gov, Assoc-acdm, Male,10, Tech-support, <=50K
44, Private, HS-grad, Female,33, Other-service, <=50K
26, Private, Bachelors, Male,35, Exec-managerial, <=50K
36, Private, Masters, Male,50, Exec-managerial, >50K
39, Private, Bachelors, Male,40, Prof-specialty, >50K
52, Private, HS-grad, Male,8, Handlers-cleaners, <=50K
44, Self-emp-not-inc, Bachelors, Male,40, Sales, <=50K
42, Private, HS-grad, Female,40, Prof-specialty, <=50K
60, ?, HS-grad, Male,50, ?, >50K
31, Private, Bachelors, Male,40, Prof-specialty, <=50K
30, Private, Some-college, Male,40, Craft-repair, <=50K
23, Private, Some-college, Female,25, Prof-specialty, <=50K
81, State-gov, 1st-4th, Female,20, Other-service, <=50K
39, Private, Bachelors, Male,40, Tech-support, <=50K
38, Private, 10th, Female,40, Machine-op-inspct, <=50K
21, Private, Some-college, Female,38, Exec-managerial, <=50K
28, Local-gov, HS-grad, Male,40, Craft-repair, <=50K
34, Private, Bachelors, Female,40, Exec-managerial, <=50K
47, Private, HS-grad, Female,40, Other-service, <=50K
36, Private, HS-grad, Male,50, Craft-repair, <=50K
27, Private, HS-grad, Male,99, Transport-moving, <=50K
56, Private, Bachelors, Female,52, Prof-specialty, <=50K
57, Private, HS-grad, Female,30, Other-service, <=50K
42, State-gov, Some-college, Female,38, Adm-clerical, <=50K
43, Private, HS-grad, Male,35, Craft-repair, <=50K
48, ?, HS-grad, Female,32, ?, <=50K
53, Private, HS-grad, Female,40, Machine-op-inspct, <=50K
58, Private, HS-grad, Female,24, Sales, <=50K
19, Private, 12th, Male,40, Other-service, <=50K
37, Private, HS-grad, Male,46, Exec-managerial, >50K
41, Self-emp-not-inc, Some-college, Female,15, Prof-specialty, <=50K
31, Private, 7th-8th, Female,40, Craft-repair, <=50K
31, Private, Bachelors, Male,35, Prof-specialty, <=50K
53, Local-gov, HS-grad, Male,40, Adm-clerical, <=50K
19, Private, Some-college, Male,25, Sales, <=50K
56, Private, Doctorate, Male,50, Prof-specialty, >50K
55, Federal-gov, Some-college, Female,40, Adm-clerical, >50K
51, Private, 5th-6th, Female,40, Craft-repair, <=50K
62, Private, Some-college, Female,40, Adm-clerical, <=50K
43, Private, Some-college, Male,50, Sales, >50K
45, ?, 7th-8th, Male,48, ?, <=50K
28, Local-gov, HS-grad, Male,45, Craft-repair, <=50K
46, Private, HS-grad, Male,40, Exec-managerial, >50K
62, State-gov, Bachelors, Male,40, Prof-specialty, <=50K
57, Local-gov, HS-grad, Female,30, Other-service, <=50K
60, Local-gov, Bachelors, Female,45, Prof-specialty, >50K
23, Federal-gov, Some-college, Male,40, Handlers-cleaners, <=50K
47, Private, Some-college, Male,60, Sales, >50K
21, Private, Some-college, Female,8, Adm-clerical, <=50K
51, Private, HS-grad, Male,48, Handlers-cleaners, <=50K
61, Local-gov, HS-grad, Male,40, Handlers-cleaners, <=50K
52, Self-emp-not-inc, Bachelors, Female,30, Adm-clerical, >50K
76, Private, Bachelors, Male,40, Exec-managerial, <=50K
24, Private, Some-college, Male,39, Handlers-cleaners, <=50K
31, Self-emp-not-inc, Bachelors, Male,55, Craft-repair, <=50K
43, Private, Bachelors, Male,50, Exec-managerial, >50K
58, Federal-gov, Some-college, Female,40, Prof-specialty, <=50K
18, ?, Some-college, Female,24, ?, <=50K
19, Private, 12th, Female,25, Adm-clerical, <=50K
44, Private, Some-college, Female,45, Exec-managerial, <=50K
41, Local-gov, Some-college, Male,7, Prof-specialty, <=50K
21, Private, Some-college, Male,20, Sales, <=50K
40, Private, HS-grad, Male,35, Handlers-cleaners, <=50K
25, Private, Some-college, Male,30, Other-service, <=50K
62, Local-gov, Doctorate, Female,40, Prof-specialty, <=50K
42, Private, HS-grad, Male,40, Craft-repair, <=50K
35, Private, Assoc-voc, Male,40, Tech-support, <=50K
19, Private, HS-grad, Female,12, Sales, <=50K
60, Private, HS-grad, Female,40, Other-service, <=50K
20, Private, HS-grad, Male,40, Sales, <=50K
23, Private, Assoc-acdm, Male,25, Handlers-cleaners, <=50K
18, Private, HS-grad, Female,40, Adm-clerical, <=50K
40, Private, Some-college, Male,45, Exec-managerial, >50K
19, Private, Some-college, Female,15, Other-service, <=50K
51, Private, HS-grad, Female,40, Prof-specialty, <=50K
41, Local-gov, Bachelors, Male,50, Protective-serv, <=50K
18, Private, 10th, Female,20, Other-service, <=50K
41, Private, Some-college, Female,40, Sales, <=50K
27, Private, Some-college, Female,40, Exec-managerial, <=50K
71, Self-emp-not-inc, 1st-4th, Female,28, Craft-repair, <=50K
25, Private, 12th, Male,40, Machine-op-inspct, <=50K
73, Private, HS-grad, Female,20, Other-service, <=50K
45, Private, Some-college, Male,40, Other-service, <=50K
25, Private, Some-college, Male,40, Sales, >50K
50, Private, HS-grad, Female,16, Prof-specialty, <=50K
44, Private, HS-grad, Male,40, Transport-moving, <=50K
44, Local-gov, Assoc-voc, Female,40, Protective-serv, <=50K
49, Private, HS-grad, Male,45, Craft-repair, >50K
44, Self-emp-inc, Some-college, Male,45, Exec-managerial, >50K
42, Federal-gov, HS-grad, Female,40, Adm-clerical, <=50K
20, Private, HS-grad, Female,45, Priv-house-serv, <=50K
66, Private, HS-grad, Female,18, Tech-support, <=50K
19, Private, Some-college, Male,15, Exec-managerial, <=50K
60, Private, Some-college, Male,55, Craft-repair, <=50K
46, Private, Assoc-voc, Male,40, Prof-specialty, <=50K
42, Private, Assoc-voc, Male,35, Craft-repair, <=50K
59, Private, Some-college, Female,52, Exec-managerial, <=50K
58, Private, Assoc-acdm, Male,60, Exec-managerial, >50K
47, Private, HS-grad, Female,40, Adm-clerical, <=50K
58, Private, Some-college, Male,36, Tech-support, <=50K
69, ?, Bachelors, Male,40, ?, >50K
17, ?, 10th, Female,40, ?, <=50K
19, Private, 11th, Male,24, Farming-fishing, <=50K
28, Private, Some-college, Male,70, Tech-support, <=50K
37, Private, HS-grad, Female,40, Prof-specialty, <=50K
30, Private, HS-grad, Male,50, Craft-repair, <=50K
36, Private, Some-college, Male,40, Prof-specialty, <=50K
45, Private, 11th, Male,76, Transport-moving, >50K
59, Private, 7th-8th, Female,99, Other-service, <=50K
45, Private, Some-college, Male,40, Handlers-cleaners, <=50K
53, Local-gov, Doctorate, Female,40, Prof-specialty, >50K
37, Private, HS-grad, Female,40, Sales, <=50K
26, Private, Some-college, Female,40, Sales, <=50K
53, Local-gov, 9th, Male,40, Craft-repair, <=50K
44, State-gov, HS-grad, Female,15, Other-service, <=50K
27, Private, Bachelors, Male,40, Craft-repair, <=50K
22, Private, Some-college, Male,40, Craft-repair, <=50K
41, Private, HS-grad, Male,40, Transport-moving, <=50K
53, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
58, Private, HS-grad, Male,40, Exec-managerial, <=50K
34, ?, 12th, Female,53, ?, <=50K
32, Private, Bachelors, Male,60, Prof-specialty, >50K
32, Private, Some-college, Male,38, Handlers-cleaners, <=50K
47, Private, Masters, Female,40, Prof-specialty, >50K
27, Private, HS-grad, Male,40, Farming-fishing, <=50K
25, Private, Some-college, Male,40, Handlers-cleaners, <=50K
40, Private, 10th, Female,40, Machine-op-inspct, <=50K
36, Self-emp-not-inc, Some-college, Male,92, Sales, <=50K
23, Local-gov, HS-grad, Male,40, Transport-moving, <=50K
44, Private, 9th, Male,40, Machine-op-inspct, <=50K
19, Private, HS-grad, Male,60, Craft-repair, <=50K
42, Private, Bachelors, Male,40, Sales, <=50K
